round_epochs,loss,mean_absolut_error,val_loss,val_mean_absolut_error,activation,batch_size,dropout,epochs,first_neuron,hidden_layers,leaky_alpha,lr,optimizer,samples
1,163698402983315.78,494195.22,116104167.52,7550.8833,leakyrelu,32,0.25,1,1024,0,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,1024,0,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,1024,0,0.1,5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,2161394726.936775,4789.8076,159552.6565,379.33273,leakyrelu,32,0.25,1,1024,1,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,1024,1,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,1024,1,0.1,5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,102259423367.37282,41248.926,4101328.622,1577.761,leakyrelu,32,0.25,1,1024,2,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,1024,2,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,1024,2,0.1,5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,1105194939456.2725,114081.79,397129584.512,11378.312,leakyrelu,32,0.25,1,1024,3,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,1024,3,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,1024,3,0.1,5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,1076682432.6203535,3518.2336,208623.03075,369.6341,leakyrelu,32,0.25,1,1024,4,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,73621142541.08704,30943.928,1501880.221,1075.6642,leakyrelu,32,0.25,1,1024,4,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,1024,4,0.1,5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,26475.256013183593,83.662415,5970.509396484375,56.804024,leakyrelu,32,0.25,1,2048,0,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,2048,0,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,2048,0,0.1,5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,4217048.072763672,368.9685,21904.38275,98.16299,leakyrelu,32,0.25,1,2048,1,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,2048,1,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,2048,1,0.1,5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,1370086821748.9397,101020.96,101599046.72,8940.732,leakyrelu,32,0.25,1,2048,2,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,2048,2,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,2048,2,0.1,5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,46888342.53562793,558.68005,22211.4189921875,99.47175,leakyrelu,32,0.25,1,2048,3,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,2048,3,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,2048,3,0.1,5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,8803866347803.162,277718.6,116861213.504,8652.127,leakyrelu,32,0.25,1,2048,4,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,2048,4,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,2048,4,0.1,5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,11268127498.37472,12018.522,808967.688,620.1027,leakyrelu,32,0.25,1,4096,0,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,4096,0,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,4096,0,0.1,5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,9214065398.728321,10693.363,1140492.187,807.648,leakyrelu,32,0.25,1,4096,1,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,4096,1,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
