round_epochs,loss,mean_absolut_error,val_loss,val_mean_absolut_error,activation,batch_size,dropout,epochs,first_neuron,hidden_layers,leaky_alpha,lr,optimizer,samples
1,735087.0340239258,159.5621,5684.978876953125,53.83246,leakyrelu,32,0.25,1,1024,0,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,1024,0,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,1024,0,0.1,5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,216628423.43914747,1920.0309,10104.5466484375,86.030304,leakyrelu,32,0.25,1,1024,1,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,1024,1,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,1024,1,0.1,5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,1027743997.6991758,3897.7012,14729.67442578125,94.99444,leakyrelu,32,0.25,1,1024,2,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,1024,2,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,1024,2,0.1,5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,1234293119035.4702,143507.22,77089738.336,8387.646,leakyrelu,32,0.25,1,1024,3,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,1024,3,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,1024,3,0.1,5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,389717971.822417,1990.6747,11458.76651171875,75.25897,leakyrelu,32,0.25,1,1024,4,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,1024,4,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,1024,4,0.1,5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,2048,0,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,2048,0,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,2048,0,0.1,5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,2371526431.202158,3587.021,502669.3825,334.40128,leakyrelu,32,0.25,1,2048,1,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,2048,1,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,2048,1,0.1,5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,191918600771.98438,47965.793,17062120.72,2717.7297,leakyrelu,32,0.25,1,2048,2,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,2048,2,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,2048,2,0.1,5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,117210586.84741797,1447.0076,29424.02278125,134.71675,leakyrelu,32,0.25,1,2048,3,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,2048,3,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,2048,3,0.1,5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,2048,4,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,2048,4,0.1,2,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,2048,4,0.1,5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
1,nan,nan,nan,nan,leakyrelu,32,0.25,1,4096,0,0.1,1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,20000
